meanRevs4,meanRevs6,meanRevs8,participant,condLabel,ptnt4,ptnt6,ptnt8,norm4,norm6,norm8,expName,expPara,time,dom,session,nRevs,mcSz,mcSf,mcBv,mcBsf,mcPeriGap,mcPeriFade,targSz,targSf,targOri1,targOri2,targXoff1,targXoff2,targYoff,targV,targTtot,targTpeak,trialT,fixCross,"Mask
Velocity",Mask/Target
-1.06,-1.056666667,-1.02375,9,mcBv-0.01_tgT-1.0_tgEcc-100,-1.251125,-1.249083333,-1.250875,1.180306604,1.182097792,1.221855922,mc2_tgT-mcBv2,peri,2017-02-20_1107,1,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1,2,1,0,"Static mask
Peripheral target"
-1.23125,-1.1875,-1.215625,9,mcBv-0.01_tgT-1.0_tgEcc-28,-1.251125,-1.249083333,-1.250875,1.016142132,1.051859649,1.028997429,mc2_tgT-mcBv2,cent,2017-02-20_1039,1,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1,2,1,0,"Static mask
Center target"
-1.06,-1.073333333,-1.08,9,mcBv-0.01_tgT-1.33_tgEcc-100,-1.251125,-1.249083333,-1.250875,1.180306604,1.163742236,1.158217593,mc2_tgT-mcBv2,peri,2017-02-20_1107,1,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.33,2,1,0,"Static mask
Peripheral target"
-1.12125,-1.0975,-1.110625,9,mcBv-0.01_tgT-1.33_tgEcc-28,-1.251125,-1.249083333,-1.250875,1.115830546,1.138116932,1.126280248,mc2_tgT-mcBv2,cent,2017-02-20_1039,1,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.33,2,1,0,"Static mask
Center target"
-1.1825,-1.205,-1.21625,9,mcBv-0.01_tgT-1.66_tgEcc-100,-1.251125,-1.249083333,-1.250875,1.058033827,1.036583679,1.028468654,mc2_tgT-mcBv2,peri,2017-02-20_1107,1,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.66,2,1,0,"Static mask
Peripheral target"
-1.335,-1.29,-1.26125,9,mcBv-0.01_tgT-1.66_tgEcc-28,-1.251125,-1.249083333,-1.250875,0.937172285,0.968281654,0.991774034,mc2_tgT-mcBv2,cent,2017-02-20_1039,1,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.66,2,1,0,"Static mask
Center target"
-1.31,-1.306666667,-1.33625,9,mcBv-9.6_tgT-0.33_tgEcc-100,-1.251125,-1.249083333,-1.250875,0.955057252,0.955931122,0.936108513,mc2_tgT-mcBv2,peri,2017-02-20_1107,1,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.33,2,1,16,"Dynamic mask
Peripheral target"
-1.37,-1.346666667,-1.3225,9,mcBv-9.6_tgT-0.33_tgEcc-28,-1.251125,-1.249083333,-1.250875,0.913229927,0.927537129,0.94584121,mc2_tgT-mcBv2,cent,2017-02-20_1039,1,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.33,2,1,16,"Dynamic mask
Center target"
-1.42,-1.43,-1.46,9,mcBv-9.6_tgT-0.66_tgEcc-100,-1.251125,-1.249083333,-1.250875,0.881073944,0.873484848,0.856763699,mc2_tgT-mcBv2,peri,2017-02-20_1107,1,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.66,2,1,16,"Dynamic mask
Peripheral target"
-1.36375,-1.309166667,-1.331875,9,mcBv-9.6_tgT-0.66_tgEcc-28,-1.251125,-1.249083333,-1.250875,0.917415215,0.954105665,0.939183482,mc2_tgT-mcBv2,cent,2017-02-20_1039,1,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.66,2,1,16,"Dynamic mask
Center target"
-1.445,-1.446666667,-1.4225,9,mcBv-9.6_tgT-1.0_tgEcc-100,-1.251125,-1.249083333,-1.250875,0.86583045,0.863421659,0.879349736,mc2_tgT-mcBv2,peri,2017-02-20_1107,1,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1,2,1,16,"Dynamic mask
Peripheral target"
-1.40375,-1.4525,-1.401875,9,mcBv-9.6_tgT-1.0_tgEcc-28,-1.251125,-1.249083333,-1.250875,0.891273375,0.859954102,0.892287115,mc2_tgT-mcBv2,cent,2017-02-20_1039,1,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1,2,1,16,"Dynamic mask
Center target"
-1.33875,-1.3925,-1.419375,9,mcBv-9.6_tgT-1.33_tgEcc-100,-1.251125,-1.249083333,-1.250875,0.934547152,0.89700778,0.881285777,mc2_tgT-mcBv2,peri,2017-02-20_1107,1,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.33,2,1,16,"Dynamic mask
Peripheral target"
-1.22125,-1.214166667,-1.223125,9,mcBv-9.6_tgT-1.33_tgEcc-28,-1.251125,-1.249083333,-1.250875,1.024462641,1.028757721,1.022687787,mc2_tgT-mcBv2,cent,2017-02-20_1039,1,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.33,2,1,16,"Dynamic mask
Center target"
-1.51875,-1.545833333,-1.515625,9,mcBv-9.6_tgT-1.66_tgEcc-100,-1.251125,-1.249083333,-1.250875,0.823786008,0.808032345,0.825319588,mc2_tgT-mcBv2,peri,2017-02-20_1107,1,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.66,2,1,16,"Dynamic mask
Peripheral target"
-1.205,-1.236666667,-1.265,9,mcBv-9.6_tgT-1.66_tgEcc-28,-1.251125,-1.249083333,-1.250875,1.038278008,1.010040431,0.988833992,mc2_tgT-mcBv2,cent,2017-02-20_1039,1,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.66,2,1,16,"Dynamic mask
Center target"
-1.055,-1.053333333,-1.0525,13,mcBv-0.01_tgT-0.33_tgEcc-100,-1.4320625,-1.418458333,-1.40509375,1.357405213,1.346637658,1.335005938,mc2_tgT-mcBv2,peri,2017-02-23_1059,1,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.33,2,1,0,"Static mask
Peripheral target"
-1.14,-1.176666667,-1.2325,13,mcBv-0.01_tgT-0.33_tgEcc-28,-1.4320625,-1.418458333,-1.40509375,1.256195175,1.205488669,1.140035497,mc2_tgT-mcBv2,cent,2017-02-22_1102,1,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.33,2,1,0,"Static mask
Center target"
-1.21125,-1.124166667,-1.093125,13,mcBv-0.01_tgT-0.66_tgEcc-100,-1.4320625,-1.418458333,-1.40509375,1.182301342,1.261786509,1.285391652,mc2_tgT-mcBv2,peri,2017-02-23_1059,1,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.66,2,1,0,"Static mask
Peripheral target"
-1.13,-1.17,-1.19,13,mcBv-0.01_tgT-0.66_tgEcc-28,-1.4320625,-1.418458333,-1.40509375,1.267311947,1.21235755,1.18075105,mc2_tgT-mcBv2,cent,2017-02-22_1102,1,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.66,2,1,0,"Static mask
Center target"
-1.08375,-1.089166667,-1.179375,13,mcBv-0.01_tgT-1.0_tgEcc-100,-1.4320625,-1.418458333,-1.40509375,1.321395617,1.302333588,1.191388447,mc2_tgT-mcBv2,peri,2017-02-23_1059,1,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1,2,1,0,"Static mask
Peripheral target"
-1.105,-1.136666667,-1.10875,13,mcBv-0.01_tgT-1.0_tgEcc-28,-1.4320625,-1.418458333,-1.40509375,1.295984163,1.247910557,1.267277339,mc2_tgT-mcBv2,cent,2017-02-22_1102,1,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1,2,1,0,"Static mask
Center target"
-1.22,-1.23,-1.21,13,mcBv-0.01_tgT-1.33_tgEcc-100,-1.4320625,-1.418458333,-1.40509375,1.173821721,1.153218157,1.161234504,mc2_tgT-mcBv2,peri,2017-02-23_1059,1,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.33,2,1,0,"Static mask
Peripheral target"
-1.3475,-1.381666667,-1.3675,13,mcBv-0.01_tgT-1.33_tgEcc-28,-1.4320625,-1.418458333,-1.40509375,1.062755102,1.026628468,1.027490859,mc2_tgT-mcBv2,cent,2017-02-22_1102,1,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.33,2,1,0,"Static mask
Center target"
-1.445,-1.413333333,-1.385,13,mcBv-0.01_tgT-1.66_tgEcc-100,-1.4320625,-1.418458333,-1.40509375,0.991046713,1.003626179,1.014508123,mc2_tgT-mcBv2,peri,2017-02-23_1059,1,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.66,2,1,0,"Static mask
Peripheral target"
-1.29375,-1.279166667,-1.271875,13,mcBv-0.01_tgT-1.66_tgEcc-28,-1.4320625,-1.418458333,-1.40509375,1.106908213,1.108892508,1.104742015,mc2_tgT-mcBv2,cent,2017-02-22_1102,1,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.66,2,1,0,"Static mask
Center target"
-1.6475,-1.615,-1.58,13,mcBv-9.6_tgT-0.33_tgEcc-100,-1.4320625,-1.418458333,-1.40509375,0.869233687,0.878302374,0.889299842,mc2_tgT-mcBv2,peri,2017-02-23_1059,1,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.33,2,1,16,"Dynamic mask
Peripheral target"
-1.60125,-1.534166667,-1.450625,13,mcBv-9.6_tgT-0.33_tgEcc-28,-1.4320625,-1.418458333,-1.40509375,0.894340359,0.924579033,0.968612667,mc2_tgT-mcBv2,cent,2017-02-22_1102,1,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.33,2,1,16,"Dynamic mask
Center target"
-1.66,-1.64,-1.63,13,mcBv-9.6_tgT-0.66_tgEcc-100,-1.4320625,-1.418458333,-1.40509375,0.862688253,0.864913618,0.862020706,mc2_tgT-mcBv2,peri,2017-02-23_1059,1,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.66,2,1,16,"Dynamic mask
Peripheral target"
-1.75375,-1.685833333,-1.639375,13,mcBv-9.6_tgT-0.66_tgEcc-28,-1.4320625,-1.418458333,-1.40509375,0.816571632,0.841398913,0.857091117,mc2_tgT-mcBv2,cent,2017-02-22_1102,1,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.66,2,1,16,"Dynamic mask
Center target"
-1.65,-1.65,-1.575,13,mcBv-9.6_tgT-1.0_tgEcc-100,-1.4320625,-1.418458333,-1.40509375,0.867916667,0.859671717,0.892123016,mc2_tgT-mcBv2,peri,2017-02-23_1059,1,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1,2,1,16,"Dynamic mask
Peripheral target"
-1.44125,-1.410833333,-1.408125,13,mcBv-9.6_tgT-1.0_tgEcc-28,-1.4320625,-1.418458333,-1.40509375,0.993625325,1.005404607,0.997847315,mc2_tgT-mcBv2,cent,2017-02-22_1102,1,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1,2,1,16,"Dynamic mask
Center target"
-1.635,-1.606666667,-1.605,13,mcBv-9.6_tgT-1.33_tgEcc-100,-1.4320625,-1.418458333,-1.40509375,0.875879205,0.882857884,0.875447819,mc2_tgT-mcBv2,peri,2017-02-23_1059,1,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.33,2,1,16,"Dynamic mask
Peripheral target"
-1.735,-1.74,-1.68625,13,mcBv-9.6_tgT-1.33_tgEcc-28,-1.4320625,-1.418458333,-1.40509375,0.825396254,0.815205939,0.833265382,mc2_tgT-mcBv2,cent,2017-02-22_1102,1,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.33,2,1,16,"Dynamic mask
Center target"
-1.66375,-1.6675,-1.650625,13,mcBv-9.6_tgT-1.66_tgEcc-100,-1.4320625,-1.418458333,-1.40509375,0.860743802,0.850649675,0.851249527,mc2_tgT-mcBv2,peri,2017-02-23_1059,1,2,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.66,2,1,16,"Dynamic mask
Peripheral target"
-1.8225,-1.765,-1.78625,13,mcBv-9.6_tgT-1.66_tgEcc-28,-1.4320625,-1.418458333,-1.40509375,0.785768176,0.803659112,0.786616515,mc2_tgT-mcBv2,cent,2017-02-22_1102,1,1,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.66,2,1,16,"Dynamic mask
Center target"
-1.295,-1.28,-1.2975,14,mcBv-0.01_tgT-0.33_tgEcc-100,-1.431875,-1.42125,-1.4240625,1.105694981,1.110351563,1.097543353,mc2_tgT-mcBv2,peri,2017-02-22_1002,1,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.33,2,1,0,"Static mask
Peripheral target"
-1.31,-1.306666667,-1.29875,14,mcBv-0.01_tgT-0.66_tgEcc-100,-1.431875,-1.42125,-1.4240625,1.093034351,1.087691327,1.096487007,mc2_tgT-mcBv2,peri,2017-02-22_1002,1,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.66,2,1,0,"Static mask
Peripheral target"
-1.35125,-1.300833333,-1.313125,14,mcBv-0.01_tgT-1.0_tgEcc-100,-1.431875,-1.42125,-1.4240625,1.059666975,1.092568866,1.084483579,mc2_tgT-mcBv2,peri,2017-02-22_1002,1,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1,2,1,0,"Static mask
Peripheral target"
-1.4,-1.4,-1.35,14,mcBv-0.01_tgT-1.33_tgEcc-100,-1.431875,-1.42125,-1.4240625,1.022767857,1.015178571,1.054861111,mc2_tgT-mcBv2,peri,2017-02-22_1002,1,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.33,2,1,0,"Static mask
Peripheral target"
-1.19125,-1.194166667,-1.226875,14,mcBv-0.01_tgT-1.66_tgEcc-100,-1.431875,-1.42125,-1.4240625,1.201993704,1.190160502,1.160723383,mc2_tgT-mcBv2,peri,2017-02-22_1002,1,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.66,2,1,0,"Static mask
Peripheral target"
-1.52125,-1.4975,-1.491875,14,mcBv-9.6_tgT-0.33_tgEcc-100,-1.431875,-1.42125,-1.4240625,0.941248973,0.949081803,0.954545455,mc2_tgT-mcBv2,peri,2017-02-22_1002,1,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.33,2,1,16,"Dynamic mask
Peripheral target"
-1.505,-1.503333333,-1.515,14,mcBv-9.6_tgT-0.66_tgEcc-100,-1.431875,-1.42125,-1.4240625,0.95141196,0.945399113,0.939975248,mc2_tgT-mcBv2,peri,2017-02-22_1002,1,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.66,2,1,16,"Dynamic mask
Peripheral target"
-1.505,-1.536666667,-1.55875,14,mcBv-9.6_tgT-1.0_tgEcc-100,-1.431875,-1.42125,-1.4240625,0.95141196,0.92489154,0.913592622,mc2_tgT-mcBv2,peri,2017-02-22_1002,1,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1,2,1,16,"Dynamic mask
Peripheral target"
-1.64375,-1.645833333,-1.615625,14,mcBv-9.6_tgT-1.33_tgEcc-100,-1.431875,-1.42125,-1.4240625,0.871102662,0.863544304,0.881431335,mc2_tgT-mcBv2,peri,2017-02-22_1002,1,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.33,2,1,16,"Dynamic mask
Peripheral target"
-1.59625,-1.5475,-1.573125,14,mcBv-9.6_tgT-1.66_tgEcc-100,-1.431875,-1.42125,-1.4240625,0.897024276,0.918416801,0.905244338,mc2_tgT-mcBv2,peri,2017-02-22_1002,1,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.66,2,1,16,"Dynamic mask
Peripheral target"
-1.065,-1.043333333,-1.02,16,mcBv-0.01_tgT-0.33_tgEcc-100,-1.1689375,-1.145958333,-1.13478125,1.097593897,1.09836262,1.112530637,mc2_tgT-mcBv2,peri,2017-02-18_1338,0,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.33,2,1,0,"Static mask
Peripheral target"
-0.93125,-0.920833333,-0.903125,16,mcBv-0.01_tgT-0.33_tgEcc-28,-1.1689375,-1.145958333,-1.13478125,1.255234899,1.244479638,1.25650519,mc2_tgT-mcBv2,cent,2017-02-18_1401,0,2,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.33,2,1,0,"Static mask
Center target"
-1.05625,-1.054166667,-1.059375,16,mcBv-0.01_tgT-0.66_tgEcc-100,-1.1689375,-1.145958333,-1.13478125,1.106686391,1.087075099,1.071179941,mc2_tgT-mcBv2,peri,2017-02-18_1338,0,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.66,2,1,0,"Static mask
Peripheral target"
-1.1,-1.1,-1.1,16,mcBv-0.01_tgT-0.66_tgEcc-28,-1.1689375,-1.145958333,-1.13478125,1.062670455,1.041780303,1.031619318,mc2_tgT-mcBv2,cent,2017-02-18_1401,0,2,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.66,2,1,0,"Static mask
Center target"
-1.105,-1.103333333,-1.08375,16,mcBv-0.01_tgT-1.0_tgEcc-100,-1.1689375,-1.145958333,-1.13478125,1.057861991,1.038632931,1.047087659,mc2_tgT-mcBv2,peri,2017-02-18_1338,0,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1,2,1,0,"Static mask
Peripheral target"
-1.11625,-1.0775,-1.039375,16,mcBv-0.01_tgT-1.0_tgEcc-28,-1.1689375,-1.145958333,-1.13478125,1.047200448,1.063534416,1.091791942,mc2_tgT-mcBv2,cent,2017-02-18_1401,0,2,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1,2,1,0,"Static mask
Center target"
-1.155,-1.22,-1.2275,16,mcBv-0.01_tgT-1.33_tgEcc-100,-1.1689375,-1.145958333,-1.13478125,1.0120671,0.939310109,0.924465377,mc2_tgT-mcBv2,peri,2017-02-18_1338,0,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.33,2,1,0,"Static mask
Peripheral target"
-1.0275,-1.051666667,-1.0825,16,mcBv-0.01_tgT-1.33_tgEcc-28,-1.1689375,-1.145958333,-1.13478125,1.137652068,1.089659271,1.048296767,mc2_tgT-mcBv2,cent,2017-02-18_1401,0,2,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.33,2,1,0,"Static mask
Center target"
-1.185,-1.19,-1.16125,16,mcBv-0.01_tgT-1.66_tgEcc-100,-1.1689375,-1.145958333,-1.13478125,0.986445148,0.962990196,0.977206674,mc2_tgT-mcBv2,peri,2017-02-18_1338,0,1,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.66,2,1,0,"Static mask
Peripheral target"
-0.9425,-0.928333333,-0.89,16,mcBv-0.01_tgT-1.66_tgEcc-28,-1.1689375,-1.145958333,-1.13478125,1.240251989,1.234425494,1.275035112,mc2_tgT-mcBv2,cent,2017-02-18_1401,0,2,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.66,2,1,0,"Static mask
Center target"
-1.2925,-1.245,-1.20875,16,mcBv-9.6_tgT-0.33_tgEcc-100,-1.1689375,-1.145958333,-1.13478125,0.904400387,0.920448461,0.938805584,mc2_tgT-mcBv2,peri,2017-02-18_1338,0,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.33,2,1,16,"Dynamic mask
Peripheral target"
-1.24375,-1.2125,-1.203125,16,mcBv-9.6_tgT-0.33_tgEcc-28,-1.1689375,-1.145958333,-1.13478125,0.939849246,0.945120275,0.943194805,mc2_tgT-mcBv2,cent,2017-02-18_1401,0,2,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.33,2,1,16,"Dynamic mask
Center target"
-1.15875,-1.1725,-1.223125,16,mcBv-9.6_tgT-0.66_tgEcc-100,-1.1689375,-1.145958333,-1.13478125,1.008791802,0.977363184,0.9277721,mc2_tgT-mcBv2,peri,2017-02-18_1338,0,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.66,2,1,16,"Dynamic mask
Peripheral target"
-1.49125,-1.3775,-1.370625,16,mcBv-9.6_tgT-0.66_tgEcc-28,-1.1689375,-1.145958333,-1.13478125,0.783864208,0.831911676,0.827929777,mc2_tgT-mcBv2,cent,2017-02-18_1401,0,2,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.66,2,1,16,"Dynamic mask
Center target"
-1.35125,-1.350833333,-1.363125,16,mcBv-9.6_tgT-1.0_tgEcc-100,-1.1689375,-1.145958333,-1.13478125,0.865078631,0.848334362,0.832485099,mc2_tgT-mcBv2,peri,2017-02-18_1338,0,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1,2,1,16,"Dynamic mask
Peripheral target"
-1.3,-1.233333333,-1.18125,16,mcBv-9.6_tgT-1.0_tgEcc-28,-1.1689375,-1.145958333,-1.13478125,0.899182692,0.929155405,0.960661376,mc2_tgT-mcBv2,cent,2017-02-18_1401,0,2,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1,2,1,16,"Dynamic mask
Center target"
-1.03,-0.986666667,-0.99,16,mcBv-9.6_tgT-1.33_tgEcc-100,-1.1689375,-1.145958333,-1.13478125,1.134890777,1.161444257,1.146243687,mc2_tgT-mcBv2,peri,2017-02-18_1338,0,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.33,2,1,16,"Dynamic mask
Peripheral target"
-1.475,-1.416666667,-1.36875,16,mcBv-9.6_tgT-1.33_tgEcc-28,-1.1689375,-1.145958333,-1.13478125,0.7925,0.808911765,0.829063927,mc2_tgT-mcBv2,cent,2017-02-18_1401,0,2,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.33,2,1,16,"Dynamic mask
Center target"
-1.2225,-1.165,-1.17375,16,mcBv-9.6_tgT-1.66_tgEcc-100,-1.1689375,-1.145958333,-1.13478125,0.956186094,0.983655222,0.966799787,mc2_tgT-mcBv2,peri,2017-02-18_1338,0,1,10,256,0.1,9.6,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.66,2,1,16,"Dynamic mask
Peripheral target"
-1.13,-1.07,-1.04625,16,mcBv-9.6_tgT-1.66_tgEcc-28,-1.1689375,-1.145958333,-1.13478125,1.034457965,1.070989097,1.084617682,mc2_tgT-mcBv2,cent,2017-02-18_1401,0,2,10,256,0.1,9.6,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.66,2,1,16,"Dynamic mask
Center target"
-1.25,-1.3,-1.30625,17,mcBv-0.01_tgT-0.33_tgEcc-100,-1.5053125,-1.507708333,-1.50828125,1.20425,1.159775641,1.154665072,mc2_tgT-mcBv2,peri,2017-02-18_1525,0,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.33,2,1,0,"Static mask
Peripheral target"
-1.5575,-1.571666667,-1.49125,17,mcBv-0.01_tgT-0.33_tgEcc-28,-1.5053125,-1.507708333,-1.50828125,0.966492777,0.959305408,1.011420788,mc2_tgT-mcBv2,cent,2017-02-18_1452,0,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.33,2,1,0,"Static mask
Center target"
-1.34,-1.36,-1.37,17,mcBv-0.01_tgT-0.66_tgEcc-100,-1.5053125,-1.507708333,-1.50828125,1.123367537,1.108609069,1.100935219,mc2_tgT-mcBv2,peri,2017-02-18_1525,0,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,0.66,2,1,0,"Static mask
Peripheral target"
-1.44,-1.493333333,-1.57,17,mcBv-0.01_tgT-0.66_tgEcc-28,-1.5053125,-1.507708333,-1.50828125,1.045355903,1.009626116,0.960688694,mc2_tgT-mcBv2,cent,2017-02-18_1452,0,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,0.66,2,1,0,"Static mask
Center target"
-1.29,-1.293333333,-1.26375,17,mcBv-0.01_tgT-1.0_tgEcc-100,-1.5053125,-1.507708333,-1.50828125,1.166908915,1.165753866,1.193496538,mc2_tgT-mcBv2,peri,2017-02-18_1525,0,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1,2,1,0,"Static mask
Peripheral target"
-1.71875,-1.6125,-1.603125,17,mcBv-0.01_tgT-1.0_tgEcc-28,-1.5053125,-1.507708333,-1.50828125,0.875818182,0.93501292,0.940838207,mc2_tgT-mcBv2,cent,2017-02-18_1452,0,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1,2,1,0,"Static mask
Center target"
-1.3,-1.283333333,-1.33125,17,mcBv-0.01_tgT-1.33_tgEcc-100,-1.5053125,-1.507708333,-1.50828125,1.157932692,1.174837662,1.132981221,mc2_tgT-mcBv2,peri,2017-02-18_1525,0,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.33,2,1,0,"Static mask
Peripheral target"
-1.4325,-1.438333333,-1.50375,17,mcBv-0.01_tgT-1.33_tgEcc-28,-1.5053125,-1.507708333,-1.50828125,1.05082897,1.048232908,1.0030133,mc2_tgT-mcBv2,cent,2017-02-18_1452,0,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.33,2,1,0,"Static mask
Center target"
-1.275,-1.283333333,-1.275,17,mcBv-0.01_tgT-1.66_tgEcc-100,-1.5053125,-1.507708333,-1.50828125,1.180637255,1.174837662,1.182965686,mc2_tgT-mcBv2,peri,2017-02-18_1525,0,2,10,256,0.1,0.01,0.05,120,8,28,0.1,0,0,-100,100,0,0,0.66,1.66,2,1,0,"Static mask
Peripheral target"
-1.4875,-1.625,-1.59375,17,mcBv-0.01_tgT-1.66_tgEcc-28,-1.5053125,-1.507708333,-1.50828125,1.01197479,0.927820513,0.946372549,mc2_tgT-mcBv2,cent,2017-02-18_1452,0,1,10,256,0.1,0.01,0.05,112,16,28,0.1,0,0,-28,28,0,0,0.66,1.66,2,1,0,"Static mask
Center target"
